,kernel,C,coef0,gamma,form_length,dummy,home_rel,minmax,cv_acc_mean,cv_acc_ci,cv_prec_mean,cv_prec_ci,away_precision,away_recall,away_support,draw_precision,draw_recall,draw_support,home_precision,home_recall,home_support,ovr_acc,train_time
0,linear,0.1,0,scale,5,False,False,False,0.43446260555265503,0.009368110001251775,0.4151135136891796,0.11365369038424998,0.39803439803439805,0.38848920863309355,2085,0.21348314606741572,0.013758146270818247,1381,0.4585858585858586,0.693659281894576,2618,0.4347468770545694,21.427045106887817
1,linear,0.1,0,scale,5,False,False,True,0.4380081664390671,0.011433417753783051,0.3186674045059513,0.02356521511034398,0.4142640364188164,0.13093525179856116,2085,0.0,0.0,1381,0.4411059907834101,0.9140565317035906,2618,0.43819855358316895,8.742372512817383
2,linear,0.1,0,scale,5,False,True,False,0.4341277650687186,0.009274913325675283,0.33712230711407554,0.022535936225181612,0.3945974576271186,0.35731414868105515,2085,0.13333333333333333,0.002896451846488052,1381,0.4543927028324532,0.7230710466004584,2618,0.4342537804076266,15.656661748886108
3,linear,0.1,0,scale,5,False,True,True,0.4369249279995036,0.009152463913895693,0.26404241341987295,0.09332734175564086,0.42338709677419356,0.10071942446043165,2085,0.0,0.0,1381,0.4382605583392985,0.9354469060351414,2618,0.4370479947403024,4.215845346450806
4,linear,0.1,0,scale,5,True,False,False,0.41155732916818766,0.020464361185960345,0.3616328988743567,0.04715167210235447,0.3686813186813187,0.32182254196642684,2085,0.2336448598130841,0.036205648081100654,1381,0.44123456790123455,0.6825821237585944,2618,0.41222879684418146,29.5082585811615
5,linear,0.1,0,scale,5,True,False,True,0.42313733588710284,0.015496712600181277,0.3165901724909214,0.017131068028277838,0.37341772151898733,0.25467625899280577,2085,0.0,0.0,1381,0.43865293865293864,0.7811306340718105,2618,0.42340565417488496,19.87665295600891
6,linear,0.1,0,scale,5,True,True,False,0.4246859343436914,0.019491394863656603,0.39885537157579715,0.11599930381398443,0.3798780487804878,0.2988009592326139,2085,0.2608695652173913,0.017378711078928313,1381,0.4453125,0.7402597402597403,2618,0.42488494411571337,23.433179140090942
7,linear,0.1,0,scale,5,True,True,True,0.4283068382171509,0.015627623081394863,0.32154592441248586,0.024894525353518895,0.3872239747634069,0.2354916067146283,2085,0.0,0.0,1381,0.438953488372093,0.8074866310160428,2618,0.428172255095332,15.655398845672607
8,rbf,0.1,0,scale,5,False,False,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,9.758342981338501
9,rbf,0.1,0,scale,5,False,False,True,0.43057297415738455,0.0058348370721461335,0.23835385944770024,0.1428613047325655,0.75,0.0014388489208633094,2085,0.0,0.0,1381,0.43042763157894737,0.9996180290297937,2618,0.43063773833004604,11.003101348876953
10,rbf,0.1,0,scale,5,False,True,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,5.9619667530059814
11,rbf,0.1,0,scale,5,False,True,True,0.4315485839134821,0.003882826233351798,0.23264898058039205,0.1270254553611225,0.6666666666666666,0.0057553956834532375,2085,0.0,0.0,1381,0.4309264754368612,0.998472116119175,2618,0.43162393162393164,6.652743816375732
12,rbf,0.1,0,scale,5,True,False,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,20.816877365112305
13,rbf,0.1,0,scale,5,True,False,True,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,23.16025948524475
14,rbf,0.1,0,scale,5,True,True,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,16.54861283302307
15,rbf,0.1,0,scale,5,True,True,True,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,18.249112844467163
16,sigmoid,0.1,0,scale,5,False,False,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,10.379756212234497
17,sigmoid,0.1,0,scale,5,False,False,True,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,11.018613815307617
18,sigmoid,0.1,0,scale,5,False,True,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,6.488423109054565
19,sigmoid,0.1,0,scale,5,False,True,True,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,6.575114727020264
20,sigmoid,0.1,0,scale,5,True,False,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,21.510658502578735
21,sigmoid,0.1,0,scale,5,True,False,True,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,23.55609703063965
22,sigmoid,0.1,0,scale,5,True,True,False,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,17.44353413581848
23,sigmoid,0.1,0,scale,5,True,True,True,0.43024777090535193,0.006605247674665656,0.18513578351410603,0.0056661989400014125,0.0,0.0,2085,0.0,0.0,1381,0.43030900723208415,1.0,2618,0.43030900723208415,18.563753128051758
24,linear,0.1,0,auto,5,False,False,False,0.43446260555265503,0.009368110001251775,0.4151135136891796,0.11365369038424998,0.39803439803439805,0.38848920863309355,2085,0.21348314606741572,0.013758146270818247,1381,0.4585858585858586,0.693659281894576,2618,0.4347468770545694,21.03035569190979
25,linear,0.1,0,auto,5,False,False,True,0.4380081664390671,0.011433417753783051,0.3186674045059513,0.02356521511034398,0.4142640364188164,0.13093525179856116,2085,0.0,0.0,1381,0.4411059907834101,0.9140565317035906,2618,0.43819855358316895,8.339884519577026
