,n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,criterion,class_weights,first_games,form_length,dummy,home_rel,minmax,cv_acc_mean,cv_acc_ci,cv_prec_mean,cv_prec_ci,away_precision,away_recall,away_support,draw_precision,draw_recall,draw_support,home_precision,home_recall,home_support,ovr_acc,confidence_factor,sure_away_precision,sure_away_recall,sure_away_support,sure_draw_precision,sure_draw_recall,sure_draw_support,sure_home_precision,sure_home_recall,sure_home_support,sure_ovr_acc,train_time
12,50,10.0,1,2,sqrt,entropy,False,100,1,False,False,False,0.43575753079550933,0.01797554283023779,0.35745576020309844,0.03476042635112849,0.3954727030625832,0.3095362167795727,1919,0.15625,0.00392156862745098,1275,0.45209876543209876,0.7661087866108787,2390,0.43517191977077363,0.5,0.5671641791044776,0.1623931623931624,234.0,0.0,0.0,167.0,0.49928057553956834,0.961218836565097,361.0,0.505249343832021,3.301912784576416
13,50,10.0,1,2,sqrt,entropy,False,100,1,False,False,False,0.43575753079550933,0.01797554283023779,0.35745576020309844,0.03476042635112849,0.3954727030625832,0.3095362167795727,1919,0.15625,0.00392156862745098,1275,0.45209876543209876,0.7661087866108787,2390,0.43517191977077363,0.55,0.5,0.12962962962962962,54.0,0.0,0.0,40.0,0.5229885057471264,0.9680851063829787,94.0,0.5212765957446809,3.301912784576416
14,50,10.0,1,2,sqrt,entropy,False,100,1,False,False,False,0.43575753079550933,0.01797554283023779,0.35745576020309844,0.03476042635112849,0.3954727030625832,0.3095362167795727,1919,0.15625,0.00392156862745098,1275,0.45209876543209876,0.7661087866108787,2390,0.43517191977077363,0.6,1.0,0.3333333333333333,6.0,0.0,0.0,1.0,0.6153846153846154,1.0,8.0,0.6666666666666666,3.301912784576416
15,50,10.0,1,2,sqrt,entropy,False,100,3,False,False,False,0.4444164716181673,0.018718078864539016,0.3941104664064164,0.05320252834655627,0.4129692832764505,0.3152683689421574,1919,0.325,0.01019607843137255,1275,0.45746506496690365,0.7807531380753138,2390,0.44484240687679083,0.5,0.5223880597014925,0.1483050847457627,236.0,0.0,0.0,162.0,0.4881656804733728,0.9565217391304348,345.0,0.49125168236877526,3.966965436935425
16,50,10.0,1,2,sqrt,entropy,False,100,3,False,False,False,0.4444164716181673,0.018718078864539016,0.3941104664064164,0.05320252834655627,0.4129692832764505,0.3152683689421574,1919,0.325,0.01019607843137255,1275,0.45746506496690365,0.7807531380753138,2390,0.44484240687679083,0.55,0.5555555555555556,0.10869565217391304,46.0,0.0,0.0,31.0,0.5892857142857143,0.99,100.0,0.5875706214689266,3.966965436935425
17,50,10.0,1,2,sqrt,entropy,False,100,3,False,False,False,0.4444164716181673,0.018718078864539016,0.3941104664064164,0.05320252834655627,0.4129692832764505,0.3152683689421574,1919,0.325,0.01019607843137255,1275,0.45746506496690365,0.7807531380753138,2390,0.44484240687679083,0.6,0.0,0.0,9.0,0.0,0.0,7.0,0.5897435897435898,1.0,23.0,0.5897435897435898,3.966965436935425
18,50,10.0,1,2,sqrt,entropy,False,100,5,False,False,False,0.42676369415313786,0.015498242893391346,0.3755813421119871,0.04128734961628641,0.3867132867132867,0.28817092235539343,1919,0.23404255319148937,0.008627450980392156,1275,0.44314584855125394,0.7615062761506276,2390,0.4269340974212034,0.5,0.5223880597014925,0.14056224899598393,249.0,0.0,0.0,175.0,0.5059445178335535,0.9575,400.0,0.5072815533980582,3.689883232116699
19,50,10.0,1,2,sqrt,entropy,False,100,5,False,False,False,0.42676369415313786,0.015498242893391346,0.3755813421119871,0.04128734961628641,0.3867132867132867,0.28817092235539343,1919,0.23404255319148937,0.008627450980392156,1275,0.44314584855125394,0.7615062761506276,2390,0.4269340974212034,0.55,0.4444444444444444,0.07272727272727272,55.0,0.0,0.0,48.0,0.515,0.9716981132075472,106.0,0.5119617224880383,3.689883232116699
20,50,10.0,1,2,sqrt,entropy,False,100,5,False,False,False,0.42676369415313786,0.015498242893391346,0.3755813421119871,0.04128734961628641,0.3867132867132867,0.28817092235539343,1919,0.23404255319148937,0.008627450980392156,1275,0.44314584855125394,0.7615062761506276,2390,0.4269340974212034,0.6,1.0,0.125,8.0,0.0,0.0,5.0,0.5862068965517241,1.0,17.0,0.6,3.689883232116699
21,50,10.0,1,2,sqrt,entropy,False,100,10,False,False,False,0.4353658308151812,0.02684475630369992,0.36134375881867953,0.07154577707373774,0.4041585445094217,0.32412714955706096,1919,0.13953488372093023,0.004705882352941176,1275,0.4497751124437781,0.7531380753138075,2390,0.4348137535816619,0.5,0.46835443037974683,0.1510204081632653,245.0,0.0,0.0,173.0,0.5135135135135135,0.9476309226932669,401.0,0.5091575091575091,3.705019950866699
22,50,10.0,1,2,sqrt,entropy,False,100,10,False,False,False,0.4353658308151812,0.02684475630369992,0.36134375881867953,0.07154577707373774,0.4041585445094217,0.32412714955706096,1919,0.13953488372093023,0.004705882352941176,1275,0.4497751124437781,0.7531380753138075,2390,0.4348137535816619,0.55,0.5,0.06666666666666667,45.0,0.0,0.0,42.0,0.536723163841808,0.9895833333333334,96.0,0.5355191256830601,3.705019950866699
23,50,10.0,1,2,sqrt,entropy,False,100,10,False,False,False,0.4353658308151812,0.02684475630369992,0.36134375881867953,0.07154577707373774,0.4041585445094217,0.32412714955706096,1919,0.13953488372093023,0.004705882352941176,1275,0.4497751124437781,0.7531380753138075,2390,0.4348137535816619,0.6,0.0,0.0,9.0,0.0,0.0,6.0,0.5161290322580645,1.0,16.0,0.5161290322580645,3.705019950866699
24,50,10.0,1,2,sqrt,entropy,False,300,1,False,False,False,0.4330372650213449,0.026144084053917112,0.36656254506846964,0.061270749496023555,0.3966131907308378,0.2793471437539234,1593,0.1724137931034483,0.00484027105517909,1033,0.44654820856393823,0.7829417773237998,1958,0.4325916230366492,0.5,0.5531914893617021,0.14857142857142858,175.0,0.0,0.0,129.0,0.4756335282651072,0.953125,256.0,0.48214285714285715,3.50063419342041
25,50,10.0,1,2,sqrt,entropy,False,300,1,False,False,False,0.4330372650213449,0.026144084053917112,0.36656254506846964,0.061270749496023555,0.3966131907308378,0.2793471437539234,1593,0.1724137931034483,0.00484027105517909,1033,0.44654820856393823,0.7829417773237998,1958,0.4325916230366492,0.55,0.4,0.10526315789473684,38.0,0.0,0.0,36.0,0.425,0.9107142857142857,56.0,0.4230769230769231,3.50063419342041
26,50,10.0,1,2,sqrt,entropy,False,300,1,False,False,False,0.4330372650213449,0.026144084053917112,0.36656254506846964,0.061270749496023555,0.3966131907308378,0.2793471437539234,1593,0.1724137931034483,0.00484027105517909,1033,0.44654820856393823,0.7829417773237998,1958,0.4325916230366492,0.6,0.0,0.0,6.0,0.0,0.0,4.0,0.4117647058823529,1.0,7.0,0.4117647058823529,3.50063419342041
27,50,10.0,1,2,sqrt,entropy,False,300,3,False,False,False,0.43877727365893165,0.02305139711484671,0.3576042144034043,0.07626353805982655,0.40367775831873903,0.2893910860012555,1593,0.09090909090909091,0.000968054211035818,1033,0.4514718740891868,0.7911133810010215,1958,0.4386998254799302,0.5,0.5405405405405406,0.1111111111111111,180.0,0.0,0.0,136.0,0.5169491525423728,0.9807073954983923,311.0,0.518341307814992,3.7680001258850098
