,dummy_teams,dummy_coaches,scale,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,criterion,acc_train,ci_train,acc_test,ci_test,time
574,False,False,,200,32,1,,400.0,gini,96.32777803268783,0.4712637300029903,80.49015256882585,0.6274991150246823,372.46
575,False,False,,500,32,1,,400.0,gini,96.27626616111371,0.6602374736758143,80.07803624704047,0.8533636793278352,888.36
576,False,False,,50,2,4,,400.0,gini,97.52783463156229,0.4060602041201159,81.0875386199794,0.7918742455607269,106.36
577,False,False,,200,2,4,,400.0,gini,97.83684088104343,0.4319309569113697,81.8705341501481,1.0727620079353573,333.55
578,False,False,,500,2,4,,400.0,gini,97.79048497066486,0.3641372667877979,82.40617070296325,0.5871857818502817,794.19
579,False,False,,50,8,4,,400.0,gini,97.53297202705394,0.1825898436322843,81.64400607302494,0.6543938540778955,108.19
580,False,False,,200,8,4,,400.0,gini,97.76473831772975,0.4243735377668401,82.20007007336469,1.178753020055223,336.14
581,False,False,,500,8,4,,400.0,gini,97.81623825420851,0.3255744896523594,82.01465170352596,0.8443559379354129,791.74
582,False,False,,50,32,4,,400.0,gini,92.95428089326496,0.47735085195050403,79.76916134923079,0.9804349994372105,105.52
583,False,False,,200,32,4,,400.0,gini,93.31479105759001,0.6389953769676278,79.15119921008208,0.6811242409317529,328.06
584,False,False,,500,32,4,,400.0,gini,93.34054036276855,0.7227680306691778,79.62487392102943,0.9049319049735226,776.03
585,False,False,,50,2,16,,400.0,gini,74.70124334518975,0.8399294135927973,62.21678150912546,1.551468272855808,67.21
586,False,False,,200,2,16,,400.0,gini,75.21115570711065,1.624933311648452,62.83474364827417,2.089302209635082,195.69
587,False,False,,500,2,16,,400.0,gini,75.29874869808,1.70866247940395,62.422627326488794,2.1652821646963614,447.46
588,False,False,,50,8,16,,400.0,gini,75.26777182113378,1.778572862912471,62.15496830772825,2.689558635649849,65.78
589,False,False,,200,8,16,,400.0,gini,75.1287544826229,1.3758191798616994,62.402093707199505,1.999132878440461,194.89
590,False,False,,500,8,16,,400.0,gini,75.3347582069031,1.8297589345169822,62.81408262286728,2.374414064346155,446.06
591,False,False,,50,32,16,,400.0,gini,75.41201142692553,2.011880441125795,62.23742130017943,1.7344340002502785,67.24
592,False,False,,200,32,16,,400.0,gini,75.11330781698354,1.262729096186989,62.07232420610063,1.9662811833344498,193.34
593,False,False,,500,32,16,,400.0,gini,75.40173265757707,1.6992931448843005,62.443288351895696,1.9257050638920505,447.18
594,False,False,,50,2,1,sqrt,400.0,gini,100.0,0.0,76.43171562954548,1.5750723664140038,21.31
595,False,False,,200,2,1,sqrt,400.0,gini,100.0,0.0,77.85307951203457,1.5909610082642476,30.41
596,False,False,,500,2,1,sqrt,400.0,gini,100.0,0.0,77.89461390637774,1.4984360516130644,49.77
597,False,False,,50,8,1,sqrt,400.0,gini,99.87124021289027,0.07499253877238404,76.41111830719737,0.8858681083718436,21.32
